central_iteration,Train population | number of devices,Train population | number of data points,Fraction of clipped points,Train population | total weight,Central DP | DP noise std. dev. on summed stats,Central DP | signal-to-DP-noise ratio on summed stats,Number of parameters
0,100,1000.0,0.00094,1.0,169.507952,157.908086,10000
